id,label,image_date,image_id,direction
32373,Grassland,2017-05-25,491279811921732,right
26067,Grassland,2017-07-05,218965919660319,right
26067,Grassland,2017-05-25,1035910983605332,right
26067,Grassland,2017-05-25,377517646854964,right
26067,Grassland,2017-05-25,302722601427897,right
26067,Grassland,2017-07-05,462913868342534,right
26067,Grassland,2017-07-05,490916148779022,right
26067,Grassland,2017-07-05,310046607456038,right
46972,Grassland,2017-05-25,514914859535093,right
46972,Grassland,2017-07-05,1241366452945777,right
46972,Grassland,2017-05-25,204983881245508,right
46972,Grassland,2017-07-05,374386840585375,right
46972,Grassland,2017-05-25,579507496292262,right
46972,Grassland,2017-05-25,314731996684789,right
46972,Grassland,2017-05-25,481652009752017,right
46972,Grassland,2017-07-05,2518218568486265,right
46972,Grassland,2017-06-12,302637331480667,right
46972,Grassland,2017-06-12,494775115207323,right
46972,Grassland,2017-06-12,1198054297292031,right
46972,Grassland,2017-06-12,296050208903435,right
46972,Grassland,2017-06-12,1219690441784013,right
46972,Grassland,2017-06-12,217164859853442,right
46972,Grassland,2017-06-12,4484562704905258,right
46972,Grassland,2017-06-12,313638597078002,right
46972,Grassland,2017-05-25,2975653266051943,right
46972,Grassland,2017-06-12,484544759556392,right
46972,Grassland,2017-06-12,2818965141710596,right
34040,Grassland,2017-06-12,295372828805157,right
34040,Grassland,2017-06-12,273482037754152,right
34040,Grassland,2017-06-12,208383367533521,right
34040,Grassland,2017-06-12,493097658642265,right
34040,Grassland,2017-05-25,4400985543263116,left
34040,Grassland,2017-07-05,375079040480816,left
34040,Grassland,2017-05-25,310408747330066,left
34040,Grassland,2017-06-12,289155596083383,right
43425,Grassland,2017-07-05,4514465161901468,right
43425,Grassland,2017-05-25,469456627675830,right
43425,Grassland,2017-05-25,486774409338508,right
43425,Grassland,2017-05-25,256463902900652,right
43425,Grassland,2017-05-25,337148801089437,right
25796,Grassland,2017-07-05,213815917219272,right
25796,Grassland,2017-07-05,282589950226528,right
25796,Grassland,2017-05-25,620915708864900,right
25796,Grassland,2017-07-05,3073386839614131,right
25796,Grassland,2017-05-25,490459175714084,right
25796,Grassland,2017-05-25,4592528004110362,right
25796,Grassland,2017-05-25,480461676403619,right
22111,Grassland,2017-05-25,487061029381476,left
22111,Grassland,2017-05-25,608619536760670,left
22111,Grassland,2017-07-05,2900173436865064,left
22111,Grassland,2017-06-12,322811602782121,right
22111,Grassland,2017-06-12,294785569029869,right
22111,Grassland,2017-06-12,278931793912970,right
22111,Grassland,2017-05-25,579271796375277,left
22111,Grassland,2017-06-12,194387202374763,right
45202,Grassland,2017-06-12,487038725830397,left
45202,Grassland,2017-06-12,193329409335687,left
45202,Grassland,2017-05-25,207753457610005,right
45202,Grassland,2017-05-25,225016616051872,right
45202,Grassland,2017-05-25,497876221637215,right
45202,Grassland,2017-06-12,467099174507909,left
45202,Grassland,2017-06-12,5452498764821239,left
45202,Grassland,2017-07-05,568645570786951,right
45202,Grassland,2017-06-12,303658921382872,left
45202,Grassland,2017-07-05,176227557713665,right
46904,Grassland,2017-05-25,492887108818338,right
46904,Grassland,2017-07-05,3350444151725301,right
46904,Grassland,2017-05-25,4411243638899259,right
46904,Grassland,2017-07-05,593100448241872,right
46904,Grassland,2017-07-05,291790732653690,right
46904,Grassland,2017-05-25,2878588565731995,right
46904,Grassland,2017-05-25,2946723342321486,right
46904,Grassland,2017-05-25,474866883766647,right
46904,Grassland,2017-07-05,339004097661280,right
40898,Grassland,2017-06-12,193380895841011,right
40898,Grassland,2017-05-25,1194914490960779,left
40898,Grassland,2017-05-25,319915256154712,left
40898,Grassland,2017-06-12,323106685993664,right
40898,Grassland,2017-07-05,525149591831933,left
40898,Grassland,2017-07-05,328363812008005,left
40898,Grassland,2017-06-12,285001949936340,right
40898,Grassland,2017-07-05,281163530372839,left
40898,Grassland,2017-07-05,482073309709720,left
40898,Grassland,2017-07-05,2171550439642226,left
40898,Grassland,2017-06-12,223564945775135,right
40898,Grassland,2017-05-25,2623967287727518,left
36534,Grassland,2017-07-05,380221779895158,right
36534,Grassland,2017-05-25,195146945772065,right
36534,Grassland,2017-05-25,480492023001449,right
36534,Grassland,2017-05-25,508720913491765,right
36534,Grassland,2017-05-25,498822781246215,right
36534,Grassland,2017-07-05,323288682515817,right
36534,Grassland,2017-06-12,479841876623780,left
46909,Grassland,2017-07-05,478184436799012,right
42577,Grassland,2017-07-05,161667762556919,right
42577,Grassland,2017-05-25,4507474412609459,right
42577,Grassland,2017-05-25,464746798168033,right
42577,Grassland,2017-05-25,528158228344725,right
42577,Grassland,2017-07-05,206156514468663,right
42577,Grassland,2017-05-25,328573308604277,right
45607,Grassland,2017-06-12,273482037754152,left
45607,Grassland,2017-06-12,208383367533521,left
45607,Grassland,2017-06-12,493097658642265,left
45607,Grassland,2017-05-25,310229837287520,right
45607,Grassland,2017-05-25,4400985543263116,right
45607,Grassland,2017-05-25,496517601604185,right
45607,Grassland,2017-07-05,375079040480816,right
45607,Grassland,2017-05-25,310408747330066,right
45607,Grassland,2017-06-12,289155596083383,left
45607,Grassland,2017-07-05,1099341593893727,right
45607,Grassland,2017-07-05,4320040548006490,right
36828,Grassland,2017-06-12,2947086555567886,left
36828,Grassland,2017-05-25,223201932476540,right
36828,Grassland,2017-07-05,381969746378487,right
36828,Grassland,2017-07-05,312786086919197,right
36828,Grassland,2017-05-25,2883335401908838,right
36828,Grassland,2017-06-12,528318028331374,left
48312,Grassland,2017-07-05,505234084175293,right
48312,Grassland,2017-05-25,1178215595936175,right
48312,Grassland,2017-06-12,502069074163918,left
7197,Grassland,2017-05-25,2606643832961237,right
7197,Grassland,2017-07-05,2868892956662442,right
7197,Grassland,2017-07-05,514428482953263,right
7197,Grassland,2017-05-25,311012340532874,right
7197,Grassland,2017-05-25,141465454558397,right
41120,Grassland,2017-05-25,1194914490960779,right
41120,Grassland,2017-06-12,1219098591883806,left
41120,Grassland,2017-05-25,319915256154712,right
41120,Grassland,2017-06-12,2566860030287517,left
41120,Grassland,2017-07-05,328363812008005,right
41120,Grassland,2017-05-25,292282232512508,right
41120,Grassland,2017-05-25,1934153876738107,right
41120,Grassland,2017-05-25,2623967287727518,right
27070,Grassland,2017-07-05,291345182529320,right
45603,Grassland,2017-07-05,164803075469653,right
45603,Grassland,2017-07-05,510418990327831,right
31490,Grassland,2017-09-22,2074917109328540,right
31490,Grassland,2017-09-22,370885490978230,right
31490,Grassland,2017-09-22,470591357603401,right
31490,Grassland,2017-09-22,463777181593332,right
31490,Grassland,2017-08-02,504622460579239,right
31490,Grassland,2017-08-02,458710101896716,right
31490,Grassland,2017-08-02,309777474066606,right
31490,Grassland,2017-08-02,306518767591435,right
31490,Grassland,2017-08-02,371858240933736,right
31490,Grassland,2017-09-22,521925502152546,right
31490,Grassland,2017-08-02,133272138796702,right
31490,Grassland,2017-09-22,322346119307267,right
31490,Grassland,2017-09-22,454729712491530,right
31490,Grassland,2017-09-22,593663484943515,right
31490,Grassland,2017-09-22,517324709463833,right
31490,Grassland,2017-09-22,263410025481360,right
31490,Grassland,2017-09-22,1930467563771775,right
31490,Grassland,2017-09-22,332303061618882,right
31490,Grassland,2017-09-22,576498583741572,right
31490,Grassland,2017-08-02,416764149687944,right
31490,Grassland,2017-08-02,668581070603801,right
31490,Grassland,2017-09-22,472542773841166,right
31490,Grassland,2017-09-22,1356305608086963,right
31490,Grassland,2017-08-02,485478162783609,right
31490,Grassland,2017-09-22,467539691205638,right
31490,Grassland,2017-09-22,2897288977149852,right
31490,Grassland,2017-09-22,445497866835786,right
31490,Grassland,2017-09-22,488661572332544,right
31490,Grassland,2017-08-02,463577104736314,right
31490,Grassland,2017-09-22,503405497355164,right
31490,Grassland,2017-09-22,579737783004536,right
31490,Grassland,2017-09-22,4287764884568570,right
31490,Grassland,2017-09-22,517032362785791,right
31490,Grassland,2017-08-02,468135984262468,right
31490,Grassland,2017-09-22,454293375864569,right
31490,Grassland,2017-08-02,461741551571923,right
31490,Grassland,2017-09-22,3825097894267878,right
31490,Grassland,2017-08-02,1177999962624603,right
31490,Grassland,2017-09-22,455277448881924,right
31490,Grassland,2017-09-22,261288329074117,right
31490,Grassland,2017-09-22,291837319251685,right
31490,Grassland,2017-08-02,207375700999088,right
31490,Grassland,2017-08-02,289290896111178,right
31490,Grassland,2017-08-02,287281366374834,right
31490,Grassland,2017-09-22,239337724632948,right
31490,Grassland,2017-09-22,374911570516537,right
31490,Grassland,2017-08-02,3942583285861172,right
31490,Grassland,2017-09-22,215348113434578,right
31490,Grassland,2017-08-02,226984029188712,right
31490,Grassland,2017-08-02,1470763303281796,right
31490,Grassland,2017-09-22,503540777667170,right
31490,Grassland,2017-08-02,500243394511436,right
40902,Grassland,2017-07-05,310691743769991,left
40902,Grassland,2017-06-12,1852238674958270,right
40902,Grassland,2017-07-05,468752571057260,left
40902,Grassland,2017-07-05,3015050932061252,left
40902,Grassland,2017-06-12,1149327632199509,right
40902,Grassland,2017-05-25,296072572024687,left
40902,Grassland,2017-07-05,384481366327031,left
40902,Grassland,2017-06-12,2507305939565955,right
40902,Grassland,2017-07-05,473154927223799,left
40902,Grassland,2017-05-25,302216694684497,left
40902,Grassland,2017-05-25,498308384849191,left
40902,Grassland,2017-06-12,2801535463397015,right
40902,Grassland,2017-07-05,2894662367422645,left
40902,Grassland,2017-07-05,158825886178476,left
40902,Grassland,2017-05-25,222809895847372,left
40902,Grassland,2017-06-12,343270397325969,right
40902,Grassland,2017-06-12,276288854200005,right
40902,Grassland,2017-06-12,277586570733066,right
40902,Grassland,2017-05-25,3683029961824510,left
40902,Grassland,2017-06-12,518001332703446,right
40902,Grassland,2017-06-12,1094095584432360,right
40902,Grassland,2017-07-05,290585909383908,left
40902,Grassland,2017-07-05,319238922936614,left
40902,Grassland,2017-05-25,531705684494836,left
31837,Grassland,2017-05-25,296072572024687,right
31837,Grassland,2017-05-25,498308384849191,right
31837,Grassland,2017-05-25,501206354580489,right
31837,Grassland,2017-05-25,531705684494836,right
31307,Grassland,2017-07-05,3015050932061252,right
31307,Grassland,2017-05-25,471968063858731,right
31307,Grassland,2017-07-05,473154927223799,right
31307,Grassland,2017-05-25,302216694684497,right
31307,Grassland,2017-05-25,222809895847372,right
31307,Grassland,2017-05-25,3683029961824510,right
31307,Grassland,2017-07-05,299676515067617,right
31307,Grassland,2017-07-05,319238922936614,right
41125,Grassland,2017-06-12,476620313666938,left
41125,Grassland,2017-06-12,307447527442910,left
41125,Grassland,2017-06-12,239557054593534,left
41125,Grassland,2017-06-12,495382751822057,left
41125,Grassland,2017-08-05,342603047441445,left
41125,Grassland,2017-06-12,292285105822788,left
41125,Grassland,2017-06-12,321421922739459,left
41125,Grassland,2017-06-12,364303181659068,left
41125,Grassland,2017-06-12,292771722432630,left
41125,Grassland,2017-06-12,3888533134567056,left
41125,Grassland,2017-06-12,2885330891678934,left
41125,Grassland,2017-06-12,1287842561632539,left
41125,Grassland,2017-08-05,517000566348607,left
41125,Grassland,2017-06-12,463368778272990,left
41125,Grassland,2017-06-12,489073302517865,left
41125,Grassland,2017-06-12,2881617842155748,left
42344,Maize,2017-08-05,508461820331970,right
42344,Maize,2017-08-05,487167645825148,right
42344,Maize,2017-08-05,464441911528210,right
42344,Maize,2017-07-05,480459959864433,left
42344,Maize,2017-05-25,305286094369836,left
42344,Maize,2017-07-05,4013071025427605,left
42344,Maize,2017-05-25,3520848114686518,left
42344,Maize,2017-07-05,527898721569510,left
42344,Maize,2017-08-05,2632589913701153,right
42344,Maize,2017-07-05,295526045395580,left
42344,Maize,2017-07-05,251061106800113,left
42344,Maize,2017-07-05,208353911120571,left
42344,Maize,2017-06-12,321421922739459,right
42344,Maize,2017-08-05,498776731555349,right
42344,Maize,2017-05-25,329130188641410,left
42344,Maize,2017-05-25,308612267453925,left
42344,Maize,2017-08-05,181268520534269,right
2557,Grassland,2017-09-22,514435783268754,right
2557,Grassland,2017-09-22,496144535033844,right
2557,Grassland,2017-09-22,503119264386754,right
2557,Grassland,2017-09-22,1955137187977181,right
2557,Grassland,2017-08-02,292639575837328,right
2557,Grassland,2017-09-22,515488779862597,right
10633,Grassland,2017-05-28,285177066587471,right
10633,Grassland,2017-04-29,2920832531571755,left
10633,Grassland,2017-07-02,456333915441156,right
10633,Grassland,2017-05-28,511799243155479,right
10633,Grassland,2017-07-09,4246226128743915,right
10633,Grassland,2017-07-30,282023520247710,right
10633,Grassland,2017-07-30,300989441493637,right
10633,Grassland,2017-05-28,211984993728010,right
10633,Grassland,2017-07-02,463780114904895,right
10633,Grassland,2017-07-09,278859903909699,right
10633,Grassland,2017-07-09,306924960910447,right
10633,Grassland,2017-04-29,319231439631844,left
16515,Grassland,2017-07-02,519581936089201,left
16515,Grassland,2017-07-02,497485508356517,left
16515,Grassland,2017-07-02,599190674816293,left
16515,Grassland,2017-07-09,377899006838828,left
16515,Grassland,2017-07-02,2882197252041367,left
26853,Grassland,2017-07-09,1186507705142171,right
26853,Grassland,2017-07-02,519581936089201,right
26853,Grassland,2017-05-28,295600468701939,right
26853,Grassland,2017-07-02,497485508356517,right
26853,Grassland,2017-07-02,280587310408674,right
26853,Grassland,2017-07-30,539472320795826,right
26853,Grassland,2017-04-29,1775230859322558,left
26853,Grassland,2017-04-29,4424608684218449,left
26853,Grassland,2017-04-29,293493099067659,left
26853,Grassland,2017-07-02,516727729356566,right
26853,Grassland,2017-07-30,213897900266109,right
26853,Grassland,2017-04-29,217056166526400,left
26853,Grassland,2017-05-28,2478547678958027,right
26853,Grassland,2017-07-30,209232997462856,right
26853,Grassland,2017-07-09,1868263983323741,right
26853,Grassland,2017-05-28,233625605186793,right
26853,Grassland,2017-04-29,2285399771594927,left
26853,Grassland,2017-07-30,319540469524605,right
26853,Grassland,2017-07-09,367183398067855,right
26853,Grassland,2017-07-30,523046385524797,right
26853,Grassland,2017-07-30,466634314622690,right
26853,Grassland,2017-07-30,488073785762308,right
26853,Grassland,2017-07-09,521555008835969,right
26853,Grassland,2017-07-02,599190674816293,right
26853,Grassland,2017-07-02,501841554588814,right
26853,Grassland,2017-07-30,511451796835823,right
26853,Grassland,2017-04-29,373263267368144,left
26853,Grassland,2017-04-29,3804875209630431,left
26853,Grassland,2017-04-29,452675196033827,left
26853,Grassland,2017-07-09,377899006838828,right
26853,Grassland,2017-07-02,3566438390129418,right
26853,Grassland,2017-04-29,289070706101905,left
26853,Grassland,2017-07-30,224894652311024,right
26853,Grassland,2017-07-09,5437388213001047,right
26853,Grassland,2017-07-09,473382220606500,right
26853,Grassland,2017-05-28,219038699559658,right
26853,Grassland,2017-05-28,495094904950549,right
26853,Grassland,2017-07-02,2882197252041367,right
26853,Grassland,2017-07-30,215933970034832,right
35917,Grassland,2017-05-05,3710384215755499,left
35917,Grassland,2017-05-05,515346916265040,left
35917,Grassland,2017-05-05,242467027672496,left
35917,Grassland,2017-05-05,335573257904033,left
35917,Grassland,2017-05-05,465366708029991,left
35917,Grassland,2017-05-05,204876177915131,left
35917,Grassland,2017-05-05,592194905091532,left
7078,Grassland,2017-04-29,294017009120987,left
7078,Grassland,2017-07-09,291075305983788,right
7078,Grassland,2017-07-02,3438640826236487,right
7078,Grassland,2017-05-28,327415932075618,right
7078,Grassland,2017-07-09,220005782878049,right
7078,Grassland,2017-07-30,156232913114518,right
7078,Grassland,2017-05-28,245721693957703,right
7078,Grassland,2017-07-30,3898770856905981,right
7078,Grassland,2017-07-09,2946784658938429,right
7078,Grassland,2017-07-02,3816382501809753,right
7078,Grassland,2017-07-30,202570878198935,right
7078,Grassland,2017-07-30,309708380677586,right
7078,Grassland,2017-05-28,3909729889108229,right
7078,Grassland,2017-07-02,468078357604608,right
7078,Grassland,2017-05-28,542003596785840,right
7078,Grassland,2017-07-09,278640260648569,right
7078,Grassland,2017-04-29,305338910966674,left
7078,Grassland,2017-07-30,320842106137326,right
7078,Grassland,2017-07-30,2952685881640174,right
7078,Grassland,2017-07-02,319837789775084,right
7078,Grassland,2017-05-28,162729475765812,right
7078,Grassland,2017-07-30,214799033483739,right
7078,Grassland,2017-07-02,293039398983061,right
7078,Grassland,2017-07-30,2249421295192075,right
7078,Grassland,2017-07-09,297576515307659,right
7078,Grassland,2017-07-02,331042261776474,right
7078,Grassland,2017-04-29,257495205813096,left
7078,Grassland,2017-07-30,4244610998896201,right
7078,Grassland,2017-07-02,327248288820792,right
7078,Grassland,2017-07-09,502482427458177,right
7078,Grassland,2017-07-02,294048118945510,right
7078,Grassland,2017-07-02,167353198648577,right
7078,Grassland,2017-05-28,363732838662812,right
7076,Grassland,2017-04-29,294017009120987,right
7076,Grassland,2017-07-09,291075305983788,left
7076,Grassland,2017-07-02,3438640826236487,left
7076,Grassland,2017-07-09,2946784658938429,left
7076,Grassland,2017-07-02,3816382501809753,left
7076,Grassland,2017-07-30,309708380677586,left
7076,Grassland,2017-07-02,468078357604608,left
7076,Grassland,2017-07-09,278640260648569,left
7076,Grassland,2017-04-29,305338910966674,right
7076,Grassland,2017-07-02,293636909147841,left
7076,Grassland,2017-07-30,214799033483739,left
7076,Grassland,2017-07-02,293039398983061,left
7076,Grassland,2017-07-09,297576515307659,left
7076,Grassland,2017-04-29,257495205813096,right
7076,Grassland,2017-07-30,4244610998896201,left
7076,Grassland,2017-07-02,327248288820792,left
7076,Grassland,2017-07-09,502482427458177,left
7076,Grassland,2017-07-02,294048118945510,left
7076,Grassland,2017-07-02,167353198648577,left
26167,Grassland,2017-05-28,295600468701939,left
26167,Grassland,2017-07-02,280587310408674,left
26167,Grassland,2017-07-02,516727729356566,left
26167,Grassland,2017-05-28,2478547678958027,left
26167,Grassland,2017-05-28,233625605186793,left
26167,Grassland,2017-07-09,367183398067855,left
26167,Grassland,2017-07-09,521555008835969,left
26167,Grassland,2017-07-02,3566438390129418,left
26167,Grassland,2017-07-09,5437388213001047,left
26167,Grassland,2017-07-09,473382220606500,left
26167,Grassland,2017-05-28,219038699559658,left
6754,Grassland,2017-07-02,1984150525072452,left
6754,Grassland,2017-07-09,4246226128743915,left
6754,Grassland,2017-05-28,509167763548403,left
6754,Grassland,2017-05-28,285918809912728,left
6754,Grassland,2017-07-09,2611406062498463,left
5174,Grassland,2017-05-28,564380451197227,right
40777,Grassland,2017-05-28,575073823443517,right
5227,Grassland,2017-07-02,1204916606594920,left
7077,Grassland,2017-05-05,1227553217706917,right
7077,Grassland,2017-05-05,274840690999381,right
35913,Grassland,2017-04-29,2623719264418522,right
540,Grassland,2017-07-21,3038846973014651,left
540,Grassland,2017-05-07,288074456232663,right
540,Grassland,2017-05-07,460737878529846,right
29900,Grassland,2017-05-07,1149516622229390,right
29900,Grassland,2017-05-07,206387647714869,right
29897,Grassland,2017-07-21,246529733918329,right
29897,Grassland,2017-07-21,318384176510073,right
29897,Grassland,2017-07-21,506465307160017,right
29897,Grassland,2017-07-21,492627371864800,right
29897,Grassland,2017-07-21,510369907069745,right
29897,Grassland,2017-07-21,298020721932592,right
29897,Grassland,2017-07-21,203562281409851,right
29897,Grassland,2017-07-21,4527791493908265,right
29897,Grassland,2017-07-21,541151913930301,right
29897,Grassland,2017-07-21,543973633432812,right
29897,Grassland,2017-07-21,323412362484492,right
29897,Grassland,2017-07-21,313307130379856,right
29897,Grassland,2017-07-21,299663864996895,right
29897,Grassland,2017-07-21,381528879800445,right
29897,Grassland,2017-07-21,2873941736257796,right
29897,Grassland,2017-07-21,520418838965855,right
29897,Grassland,2017-07-21,3024723404413915,right
29897,Grassland,2017-07-21,318862312985741,right
29897,Grassland,2017-07-21,237421224841254,right
29897,Grassland,2017-07-21,264783678665958,right
29896,Grassland,2017-07-21,506757230463864,left
29896,Grassland,2017-07-21,486904529027029,left
29896,Grassland,2017-07-21,318384176510073,left
29896,Grassland,2017-07-21,506465307160017,left
29896,Grassland,2017-07-21,510369907069745,left
29896,Grassland,2017-07-21,2949412565293701,left
29896,Grassland,2017-07-21,203562281409851,left
29896,Grassland,2017-07-21,506368570776529,left
29896,Grassland,2017-07-21,480966136440772,left
29896,Grassland,2017-07-21,541151913930301,left
29896,Grassland,2017-07-21,543973633432812,left
29896,Grassland,2017-07-21,323412362484492,left
29896,Grassland,2017-07-21,313307130379856,left
29896,Grassland,2017-07-21,299663864996895,left
29896,Grassland,2017-07-21,381528879800445,left
29896,Grassland,2017-07-21,2873941736257796,left
29896,Grassland,2017-07-21,520418838965855,left
29896,Grassland,2017-07-21,3024723404413915,left
29896,Grassland,2017-07-21,318862312985741,left
29896,Grassland,2017-07-21,237421224841254,left
29896,Grassland,2017-07-21,264783678665958,left
536,Grassland,2017-07-21,2822405111358686,left
536,Grassland,2017-05-07,303825657963747,right
29043,Grassland,2017-07-21,1924508751031681,left
29043,Grassland,2017-07-21,481525146297963,left
29043,Grassland,2017-07-21,305951834391066,left
29043,Grassland,2017-07-21,586181118950503,left
29043,Grassland,2017-07-21,2828042137507348,left
29043,Grassland,2017-07-21,514696599889227,left
29043,Grassland,2017-07-21,563423811713854,left
33761,Grassland,2017-07-21,326226908923103,left
33761,Grassland,2017-07-21,300199151573195,left
33761,Grassland,2017-07-21,3955757824473413,left
33761,Grassland,2017-07-21,3002866919945613,left
33345,Grassland,2017-07-08,2650106718621113,left
33345,Grassland,2017-07-08,475316050191484,left
33345,Grassland,2017-05-07,362635925189667,right
33345,Grassland,2017-08-13,425700205548717,right
33345,Grassland,2017-05-07,1058532994678685,right
48389,Grassland,2017-05-07,503055080711303,right
47027,Grassland,2017-05-07,205892297764446,right
37288,Grassland,2017-07-21,506062753900109,left
37288,Grassland,2017-05-07,4264372396928927,right
37288,Grassland,2017-07-21,314633130054724,left
37288,Grassland,2017-05-07,473104240781225,right
25394,Grassland,2017-07-08,1148143448945540,left
25394,Grassland,2017-07-08,2599304623708374,left
25394,Grassland,2017-07-08,3085187678428685,left
25394,Grassland,2017-05-07,311803370295759,right
25394,Grassland,2017-07-08,285406033314587,left
25394,Grassland,2017-05-07,1366179877100753,right
25394,Grassland,2017-07-08,1738861642961738,left
25394,Grassland,2017-07-08,293005502381267,left
25394,Grassland,2017-07-08,236458991584951,left
25394,Grassland,2017-07-08,300094895029146,left
25394,Grassland,2017-07-08,1157176581389496,left
25394,Grassland,2017-07-08,514760749539799,left
51243,Grassland,2017-07-21,1507333286278920,left
51243,Grassland,2017-07-21,282351330287091,left
51243,Grassland,2017-05-07,479979873151333,right
51243,Grassland,2017-07-21,4121906214533732,left
51243,Grassland,2017-05-07,305298107640386,right
25391,Grassland,2017-07-08,3538485172924465,left
25391,Grassland,2017-07-08,377816030244703,left
25391,Grassland,2017-07-08,524046081940792,left
25391,Grassland,2017-07-08,3930446386991041,left
25390,Grassland,2017-05-07,581566516567760,right
25390,Grassland,2017-05-07,566333884348738,right
25390,Grassland,2017-05-07,446364316435786,right
25390,Grassland,2017-05-07,286733799781593,right
25390,Grassland,2017-08-13,163628282235873,right
25390,Grassland,2017-08-13,294201375763397,right
25390,Grassland,2017-08-13,363872535049188,right
25390,Grassland,2017-05-07,1687083221489763,right
25390,Grassland,2017-07-08,316930836743328,left
25390,Grassland,2017-07-08,317667989737250,left
25390,Grassland,2017-07-08,315212580006065,left
25390,Grassland,2017-05-07,519755296062206,right
25390,Grassland,2017-07-08,321938722664628,left
25390,Grassland,2017-08-13,600254964280568,right
25390,Grassland,2017-08-13,220378079513100,right
25390,Grassland,2017-07-21,507689847033558,left
25390,Grassland,2017-07-08,178367327402314,left
25390,Grassland,2017-05-07,550304679314927,right
25390,Grassland,2017-07-08,203844054720496,left
25390,Grassland,2017-05-07,1548266952049996,right
25390,Grassland,2017-08-13,509410573536003,right
25390,Grassland,2017-05-07,157852543007890,right
54993,Grassland,2017-05-07,1704055676469353,right
54993,Grassland,2017-07-08,304848014549919,left
54993,Grassland,2017-07-21,2586355608334295,left
51247,Maize,2017-07-08,217558526499128,left
54994,Grassland,2017-07-08,3947149438734559,left
49879,Grassland,2017-07-21,271742828026177,left
49879,Grassland,2017-07-21,473160903973081,left
49879,Grassland,2017-07-21,477542793508223,left
49879,Grassland,2017-07-21,506978450485828,left
49879,Grassland,2017-07-21,157818922945414,left
49879,Grassland,2017-07-21,321056096046854,left
49879,Grassland,2017-07-21,4097926446919724,left
24945,Grassland,2017-07-21,206714921061104,left
24945,Grassland,2017-07-21,369340494494431,left
24945,Grassland,2017-07-21,145204307577169,left
14848,Grassland,2017-07-21,472453317173216,left
14848,Grassland,2017-07-21,471124130812819,left
14848,Grassland,2017-07-21,2898229980416516,left
14848,Grassland,2017-07-21,1213315472430919,left
8066,Grassland,2017-07-21,238937521364591,left
8066,Grassland,2017-07-21,379857329941716,left
8066,Grassland,2017-07-21,375454270471125,left
8066,Grassland,2017-07-21,173205504599444,left
8066,Grassland,2017-07-21,2940319146208665,left
8066,Grassland,2017-07-21,298312765103127,left
8066,Grassland,2017-07-21,369560584477793,left
8066,Grassland,2017-07-21,453675212368211,left
8066,Grassland,2017-07-21,2917137318542875,left
27845,Grassland,2017-07-21,519186089230427,right
27845,Grassland,2017-07-21,128150215947528,left
27845,Grassland,2017-07-21,506318683855020,right
14849,Grassland,2017-07-21,369690957794416,left
14849,Grassland,2017-07-21,291999689216045,left
14849,Grassland,2017-07-21,564652114499078,left
24944,Grassland,2017-07-21,322926779574703,left
24944,Grassland,2017-07-21,2577548802549629,left
3654,Grassland,2017-07-21,202910721491442,left
3654,Grassland,2017-07-21,288779396229571,right
3654,Grassland,2017-07-21,291928695734498,right
3654,Grassland,2017-07-21,505029120932732,left
3654,Grassland,2017-07-21,286525606522360,right
3654,Grassland,2017-07-21,3880339312094156,right
3654,Grassland,2017-07-21,4819373691422304,left
3654,Grassland,2017-07-21,515616452777635,right
3654,Grassland,2017-07-21,245503437360477,left
3654,Grassland,2017-07-21,208899811042251,right
19878,Grassland,2017-07-21,512893916615065,left
19878,Grassland,2017-07-21,490838952066152,left
19878,Grassland,2017-07-21,341148627634489,left
19878,Grassland,2017-07-21,206685411064249,left
49860,Grassland,2017-07-21,504748590937746,left
49860,Grassland,2017-07-21,453129209318281,left
49860,Grassland,2017-07-21,529209488069805,left
27529,Grassland,2017-07-21,304608101283526,left
2287,Grassland,2017-07-21,502668284510538,right
2290,Grassland,2017-07-21,2505035526458265,right
2219,Grassland,2017-07-21,1004514903417050,right
2219,Grassland,2017-07-21,507977893719017,right
2219,Grassland,2017-07-21,206056741143606,right
15829,Grassland,2017-04-20,529474128431862,right
15829,Grassland,2017-04-20,290606046057295,right
15829,Grassland,2017-08-02,523534612353987,right
15829,Grassland,2017-04-20,1907771456067135,right
15829,Grassland,2017-04-20,297000678709881,right
15829,Grassland,2017-04-20,1703945403125896,right
15829,Grassland,2017-08-02,691145788251625,right
15829,Grassland,2017-04-20,1045473112649165,right
15829,Grassland,2017-08-02,211327900568374,right
15829,Grassland,2017-08-02,312645230427941,right
15829,Grassland,2017-04-20,218999672991811,right
15829,Grassland,2017-08-02,233942321836605,right
15829,Grassland,2017-08-02,218005366445110,right
15829,Grassland,2017-04-20,479600940022930,right
15829,Grassland,2017-04-20,485827002868105,right
15829,Grassland,2017-04-20,286978242976612,right
15829,Grassland,2017-08-02,2853943548268860,right
15829,Grassland,2017-08-02,493125285240282,right
15829,Grassland,2017-04-20,164443675507326,right
15829,Grassland,2017-08-02,2907483632867102,right
15829,Grassland,2017-08-02,483025282950489,right
33604,Grassland,2017-08-05,1804316546411527,right
33604,Grassland,2017-08-05,2204479343016448,right
33604,Grassland,2017-08-05,467563071201168,right
33604,Grassland,2017-08-05,465309294530521,right
33604,Grassland,2017-08-05,201848228433809,right
33604,Grassland,2017-08-05,219688639589015,right
33604,Grassland,2017-08-05,1616839385373853,right
33604,Grassland,2017-08-05,385601302609343,right
33604,Grassland,2017-08-05,292911272301525,right
